First_pokemon,Second_pokemon,Winner,First_win
127,287,127,True
559,214,214,False
762,86,762,True
557,501,557,True
282,605,282,True
307,149,307,True
425,390,425,True
612,731,731,False
387,311,311,False
143,116,116,False
340,268,340,True
162,14,162,True
570,492,570,True
549,127,549,True
484,212,212,False
524,222,524,True
400,151,151,False
375,255,255,False
738,176,738,True
116,490,490,False
2,394,394,False
369,505,505,False
283,254,254,False
545,241,545,True
49,268,268,False
522,177,522,True
699,225,225,False
160,398,398,False
579,691,691,False
337,494,494,False
465,536,465,True
768,738,768,True
541,233,541,True
462,259,259,False
569,796,569,True
145,148,148,False
306,290,306,True
581,549,549,False
81,70,81,True
179,517,179,True
147,629,147,True
274,302,274,True
621,271,271,False
669,318,318,False
533,754,533,True
487,527,527,False
385,160,160,False
49,636,636,False
793,372,793,True
93,477,477,False
572,353,572,True
422,132,132,False
296,599,296,True
771,323,771,True
385,323,385,True
523,519,519,False
390,747,747,False
698,98,698,True
472,295,472,True
667,797,797,False
643,620,643,True
450,700,700,False
583,450,583,True
247,7,7,False
614,638,614,True
15,182,182,False
624,68,68,False
281,716,716,False
167,761,167,True
157,141,157,True
175,697,697,False
791,85,85,False
54,214,214,False
50,406,50,True
585,463,585,True
675,343,343,False
369,392,392,False
30,198,30,True
406,403,403,False
627,173,173,False
671,395,671,True
359,657,657,False
117,707,707,False
654,164,654,True
86,377,86,True
699,454,699,True
440,615,615,False
406,542,542,False
604,142,142,False
231,209,209,False
441,337,337,False
116,790,116,True
305,752,752,False
40,226,40,True
514,602,514,True
629,74,629,True
628,217,628,True
261,24,24,False
613,189,613,True
597,386,597,True
555,682,682,False
165,515,165,True
766,395,766,True
493,378,493,True
339,460,339,True
47,711,711,False
619,451,451,False
105,599,599,False
692,126,692,True
74,693,693,False
45,315,315,False
596,770,596,True
595,392,392,False
102,54,102,True
742,666,742,True
343,407,343,True
438,604,438,True
111,294,111,True
468,342,342,False
528,794,794,False
513,461,513,True
424,604,424,True
536,383,536,True
56,795,795,False
246,292,246,True
593,332,332,False
352,697,697,False
520,184,184,False
426,504,426,True
21,602,21,True
343,622,343,True
224,228,228,False
160,354,160,True
490,24,24,False
158,274,158,True
713,331,713,True
414,518,414,True
141,538,538,False
713,218,713,True
273,765,765,False
97,701,701,False
603,452,603,True
514,640,514,True
542,615,542,True
63,399,63,True
676,142,142,False
274,615,615,False
792,498,792,True
586,751,751,False
495,489,495,True
280,83,280,True
291,54,291,True
73,415,415,False
531,659,531,True
674,230,674,True
455,531,531,False
662,382,662,True
464,751,751,False
572,102,102,False
213,232,232,False
591,100,100,False
470,258,258,False
720,243,720,True
381,783,783,False
157,525,157,True
1,687,687,False
376,301,301,False
665,567,567,False
124,790,124,True
356,436,436,False
715,442,715,True
415,732,415,True
216,195,216,True
520,700,700,False
191,116,116,False
227,573,573,False
83,742,742,False
661,366,366,False
767,15,767,True
567,217,567,True
276,619,276,True
371,31,31,False
163,470,163,True
696,576,576,False
163,132,163,True
496,319,496,True
676,614,614,False
164,141,164,True
639,562,562,False
138,233,138,True
283,413,413,False
227,32,32,False
606,360,606,True
429,375,429,True
286,21,286,True
800,422,422,False
498,199,498,True
214,380,214,True
679,94,679,True
602,150,602,True
163,675,163,True
684,467,467,False
368,376,368,True
137,153,137,True
744,248,248,False
283,336,336,False
282,288,288,False
710,646,710,True
713,250,713,True
654,56,56,False
1,557,557,False
543,762,543,True
130,341,341,False
65,523,65,True
175,563,175,True
157,25,157,True
308,110,110,False
107,213,213,False
150,717,717,False
5,117,5,True
576,173,576,True
296,412,296,True
749,682,682,False
285,44,44,False
494,384,494,True
31,692,31,True
657,402,657,True
483,678,483,True
372,607,607,False
734,724,724,False
268,441,268,True
192,21,192,True
62,576,576,False
369,447,369,True
344,323,344,True
299,410,410,False
689,137,137,False
426,83,426,True
4,307,307,False
54,460,54,True
717,177,717,True
118,739,739,False
350,4,350,True
325,299,299,False
327,406,406,False
491,642,642,False
763,490,490,False
694,565,694,True
199,231,199,True
55,16,55,True
451,598,598,False
52,6,6,False
788,428,428,False
484,451,484,True
101,518,518,False
249,797,249,True
670,131,131,False
715,73,715,True
789,156,156,False
350,749,350,True
551,772,772,False
368,344,368,True
232,405,232,True
421,156,421,True
103,465,103,True
581,299,581,True
743,421,421,False
171,455,455,False
142,562,142,True
656,37,37,False
680,721,721,False
362,528,528,False
453,561,453,True
344,173,344,True
526,701,701,False
525,81,525,True
365,244,244,False
295,290,295,True
307,113,307,True
595,401,401,False
549,600,549,True
243,197,197,False
703,426,703,True
587,461,461,False
82,278,278,False
583,545,583,True
420,394,394,False
131,513,513,False
375,505,505,False
209,115,209,True
215,601,601,False
503,662,662,False
157,79,157,True
197,799,799,False
501,690,690,False
148,106,106,False
671,718,718,False
639,278,278,False
334,778,778,False
211,494,494,False
760,396,760,True
565,616,616,False
716,296,716,True
4,794,794,False
785,218,785,True
445,764,764,False
317,102,102,False
262,787,787,False
2,705,705,False
410,209,410,True
597,682,682,False
737,701,701,False
305,160,160,False
638,310,638,True
63,428,428,False
676,353,676,True
454,55,55,False
390,439,439,False
315,115,115,False
364,302,364,True
797,113,797,True
513,162,513,True
194,763,763,False
10,158,158,False
754,434,434,False
230,61,61,False
692,211,692,True
239,41,239,True
130,226,226,False
254,157,157,False
675,411,675,True
303,569,569,False
461,563,563,False
567,362,362,False
547,675,547,True
184,53,184,True
50,462,462,False
658,226,658,True
296,337,337,False
431,169,431,True
558,428,428,False
457,266,266,False
71,196,71,True
654,735,735,False
104,190,104,True
487,376,376,False
543,631,543,True
759,70,70,False
72,182,72,True
367,124,124,False
439,523,523,False
795,364,795,True
107,711,711,False
255,298,255,True
68,621,68,True
245,372,245,True
800,176,800,True
498,134,134,False
69,368,368,False
103,381,103,True
29,217,29,True
695,359,359,False
65,425,65,True
125,216,216,False
472,456,472,True
366,264,264,False
334,267,267,False
165,486,165,True
440,424,424,False
366,707,707,False
333,221,333,True
711,174,711,True
726,775,726,True
164,157,164,True
478,87,478,True
609,557,557,False
424,340,424,True
760,764,760,True
678,372,372,False
328,39,39,False
250,692,250,True
389,202,202,False
791,771,771,False
635,697,635,True
503,607,503,True
437,5,437,True
343,449,343,True
423,141,423,True
703,99,703,True
559,280,280,False
532,340,340,False
364,765,765,False
590,141,590,True
326,717,717,False
289,188,289,True
538,52,538,True
528,549,528,True
563,202,202,False
642,393,393,False
167,522,522,False
127,352,127,True
649,452,649,True
175,292,175,True
651,313,651,True
750,757,757,False
159,409,409,False
744,529,744,True
64,153,153,False
654,164,654,True
773,708,773,True
6,418,418,False
581,409,409,False
92,331,331,False
266,304,266,True
704,181,704,True
344,156,156,False
717,440,717,True
82,96,82,True
730,309,730,True
91,351,351,False
683,346,683,True
168,403,168,True
627,611,611,False
323,537,537,False
160,205,205,False
448,204,204,False
124,105,124,True
524,321,524,True
601,699,699,False
283,226,283,True
294,305,305,False
489,498,498,False
572,265,572,True
28,548,28,True
249,641,249,True
780,288,288,False
786,611,786,True
155,511,155,True
707,224,707,True
230,139,139,False
468,551,551,False
24,57,24,True
583,614,614,False
490,542,542,False
615,34,34,False
654,356,356,False
759,443,443,False
687,406,687,True
647,747,747,False
546,181,546,True
560,600,600,False
631,432,432,False
449,694,694,False
501,453,453,False
679,309,679,True
647,567,647,True
642,604,604,False
585,757,757,False
401,557,557,False
707,777,707,True
10,88,10,True
460,579,579,False
216,472,472,False
683,160,160,False
595,681,681,False
482,580,580,False
789,179,179,False
155,320,155,True
226,103,103,False
529,2,2,False
232,72,232,True
216,508,508,False
645,417,645,True
110,409,110,True
133,576,133,True
631,616,616,False
549,159,549,True
428,357,428,True
759,402,759,True
627,473,627,True
403,345,345,False
107,652,107,True
492,216,216,False
208,689,689,False
8,656,8,True
735,726,726,False
559,277,559,True
50,470,50,True
568,355,568,True
44,15,44,True
491,411,491,True
658,760,658,True
512,476,512,True
310,138,138,False
708,760,708,True
512,745,745,False
495,162,162,False
730,532,532,False
189,35,35,False
437,607,437,True
669,302,302,False
344,152,344,True
156,791,156,True
565,38,565,True
344,329,344,True
632,505,505,False
130,581,581,False
717,722,717,True
649,303,649,True
367,180,367,True
640,20,20,False
168,277,168,True
691,710,710,False
16,39,16,True
682,335,682,True
508,164,164,False
253,449,253,True
16,352,16,True
786,795,786,True
776,232,232,False
233,571,233,True
125,558,125,True
444,651,444,True
765,576,576,False
453,234,234,False
18,626,626,False
734,400,400,False
635,86,635,True
619,97,619,True
218,519,519,False
219,660,660,False
179,588,588,False
485,609,609,False
326,259,259,False
359,525,525,False
403,677,677,False
637,113,637,True
476,337,476,True
513,781,513,True
384,664,384,True
219,74,219,True
685,139,139,False
132,174,132,True
131,758,131,True
299,341,341,False
279,535,535,False
395,567,567,False
132,194,132,True
444,285,444,True
510,136,136,False
564,703,703,False
216,101,101,False
764,51,764,True
85,267,85,True
364,357,357,False
399,538,538,False
571,729,729,False
574,217,574,True
469,36,469,True
138,485,138,True
448,242,242,False
149,48,48,False
741,121,741,True
602,28,28,False
707,304,707,True
511,667,511,True
310,469,469,False
198,231,198,True
95,446,446,False
292,682,682,False
286,326,326,False
713,523,713,True
481,549,481,True
713,741,713,True
243,377,377,False
202,502,202,True
333,58,333,True
54,244,244,False
721,738,721,True
587,57,57,False
398,392,398,True
455,564,455,True
526,383,526,True
418,767,418,True
748,640,748,True
670,13,13,False
563,276,276,False
756,569,756,True
455,521,521,False
52,565,565,False
740,81,740,True
488,288,288,False
440,439,440,True
251,170,170,False
788,298,298,False
743,245,245,False
181,711,711,False
700,466,700,True
535,192,535,True
323,215,215,False
413,578,413,True
350,238,350,True
58,573,58,True
665,100,665,True
603,422,603,True
38,408,408,False
210,799,799,False
138,539,138,True
477,117,477,True
309,497,497,False
137,223,223,False
34,526,526,False
243,728,728,False
466,375,466,True
777,216,216,False
723,726,726,False
1,766,766,False
668,560,560,False
361,478,478,False
607,343,343,False
600,676,600,True
424,736,424,True
462,169,169,False
447,374,374,False
403,249,249,False
449,517,517,False
645,461,645,True
615,590,590,False
251,539,539,False
138,56,138,True
423,383,423,True
467,506,467,True
583,100,583,True
263,330,263,True
400,214,214,False
662,115,115,False
56,656,656,False
559,342,559,True
552,382,552,True
799,701,701,False
774,694,694,False
649,17,649,True
330,486,330,True
216,584,216,True
746,265,265,False
779,467,467,False
59,797,59,True
298,324,298,True
720,669,720,True
718,675,718,True
542,172,172,False
338,492,338,True
125,186,125,True
557,795,557,True
281,790,281,True
518,776,518,True
428,393,428,True
734,26,26,False
114,228,228,False
306,477,477,False
770,554,554,False
520,371,520,True
579,679,679,False
726,48,726,True
43,30,30,False
14,612,612,False
23,2,23,True
762,104,104,False
386,559,559,False
230,120,230,True
670,174,174,False
788,586,788,True
216,420,420,False
432,484,432,True
397,306,306,False
226,126,126,False
457,601,601,False
63,369,63,True
388,123,388,True
21,518,518,False
656,382,656,True
217,250,250,False
707,179,707,True
702,456,702,True
240,557,557,False
62,154,154,False
84,77,84,True
622,741,622,True
158,565,158,True
158,651,651,False
168,654,654,False
527,237,527,True
38,296,296,False
211,17,211,True
251,220,251,True
625,280,280,False
113,599,599,False
53,330,330,False
778,501,778,True
134,234,234,False
172,777,172,True
15,253,253,False
108,577,108,True
614,352,614,True
2,597,597,False
143,459,143,True
626,304,626,True
316,141,316,True
328,625,625,False
282,535,535,False
674,172,172,False
29,113,29,True
182,391,391,False
752,357,357,False
174,621,174,True
391,102,102,False
721,420,420,False
239,191,191,False
123,729,729,False
642,9,9,False
65,174,65,True
417,708,708,False
94,636,636,False
659,769,659,True
784,601,601,False
113,541,541,False
706,418,418,False
23,635,635,False
151,126,126,False
44,304,44,True
280,494,494,False
323,391,391,False
299,324,299,True
182,126,126,False
780,80,80,False
255,130,130,False
195,711,711,False
725,729,729,False
794,295,794,True
486,683,683,False
416,465,465,False
175,68,175,True
678,318,318,False
76,451,451,False
728,276,276,False
624,562,562,False
111,193,193,False
216,128,216,True
153,394,394,False
291,656,656,False
639,609,609,False
705,738,705,True
219,269,269,False
534,40,534,True
290,192,192,False
546,179,179,False
497,416,497,True
480,427,427,False
521,636,521,True
109,389,109,True
76,214,214,False
242,584,242,True
106,31,31,False
358,86,358,True
152,162,162,False
714,206,714,True
404,508,508,False
223,696,223,True
385,55,55,False
54,626,54,True
370,522,522,False
434,487,434,True
450,607,607,False
505,289,505,True
610,725,610,True
55,91,55,True
536,664,536,True
784,743,784,True
485,614,614,False
221,266,266,False
540,498,540,True
474,286,474,True
15,311,311,False
635,231,635,True
712,422,712,True
177,24,24,False
494,428,494,True
504,97,97,False
648,798,648,True
767,789,767,True
291,367,367,False
658,266,266,False
564,343,343,False
688,627,688,True
243,51,51,False
560,2,560,True
447,176,447,True
357,429,429,False
581,279,581,True
515,87,515,True
147,278,147,True
375,677,677,False
162,524,524,False
197,333,333,False
738,498,498,False
160,199,160,True
642,564,642,True
122,570,570,False
501,370,370,False
83,412,412,False
292,122,292,True
654,459,654,True
453,305,453,True
171,258,171,True
31,547,31,True
453,321,453,True
58,134,134,False
535,158,158,False
207,50,50,False
443,623,623,False
165,688,165,True
564,791,791,False
605,716,716,False
534,268,534,True
454,87,454,True
283,305,283,True
784,246,246,False
737,730,737,True
767,171,171,False
681,484,484,False
677,739,677,True
290,601,601,False
658,82,82,False
661,283,283,False
778,619,778,True
155,378,155,True
703,619,703,True
488,687,687,False
27,325,27,True
646,681,646,True
701,137,701,True
143,42,42,False
218,238,218,True
314,673,314,True
271,229,271,True
193,210,193,True
303,261,261,False
246,592,246,True
570,24,24,False
463,4,4,False
335,743,335,True
405,232,232,False
349,659,349,True
71,16,71,True
800,369,800,True
312,478,478,False
62,470,62,True
760,150,760,True
9,323,9,True
792,126,792,True
779,636,636,False
203,672,672,False
630,552,552,False
568,462,568,True
319,475,475,False
107,773,773,False
424,92,424,True
421,58,421,True
148,615,148,True
239,338,338,False
125,600,125,True
265,784,265,True
397,517,397,True
672,768,768,False
621,453,453,False
568,726,726,False
119,505,505,False
358,707,707,False
542,516,542,True
87,356,87,True
742,150,742,True
397,311,397,True
517,680,517,True
228,43,228,True
581,98,581,True
289,549,549,False
402,59,59,False
722,746,746,False
20,668,20,True
288,540,540,False
455,688,455,True
242,739,242,True
349,207,349,True
694,136,694,True
88,526,526,False
543,682,682,False
768,663,663,False
291,242,242,False
577,745,745,False
378,28,28,False
623,51,623,True
666,102,102,False
622,29,622,True
221,366,366,False
444,62,444,True
577,742,742,False
638,423,423,False
69,508,508,False
297,29,29,False
565,311,565,True
324,416,416,False
764,503,503,False
505,328,328,False
590,256,590,True
